10,0
10023,0
10031,0
10034,0
10077,0
10104,0
10108,1
10113,0
10130,0
10137,0
10139,0
1015,0
10156,1
10179,0
10207,0
10221,0
10225,0
10241,1
10241,1
10241,1
10241,1
10242,0
10263,0
10271,0
10309,0
10336,0
10337,0
10342,0
10345,0
10349,0
10371,0
10375,0
10376,0
10387,0
10409,1
10418,0
10423,0
1043,0
10434,0
1044,0
10463,0
105,1
10553,0
10565,0
10566,0
10567,0
10591,0
10603,0
10608,0
10622,0
10633,1
10634,0
10639,0
10640,0
10641,0
10645,0
10650,1
10654,0
10663,1
10673,0
10698,0
1070,0
10701,0
10710,0
10711,0
10726,0
10734,0
10738,0
10739,0
10745,1
10752,1
10768,0
10797,0
1082,1
10834,0
10848,0
10858,0
10889,0
10893,0
10897,0
10901,1
10904,0
10916,0
10943,1
10982,0
10988,0
1099,0
11,0
11011,0
11018,0
11051,0
11059,0
11076,0
11080,0
11085,0
11119,0
1112,0
11144,0
11156,0
11169,0
11191,0
11220,0
11222,0
11227,0
11232,0
11253,0
11293,1
11309,0
11318,0
11323,0
11325,1
11343,1
1135,1
11354,0
11365,0
11368,0
11374,0
11380,0
11381,0
11407,0
11410,0
11413,0
11421,1
11439,0
11446,0
11471,0
11485,1
11493,0
11510,0
11513,0
11519,0
11537,0
1158,0
11589,0
11591,1
11597,0
11611,0
11625,0
11631,0
11644,1
11649,0
11673,0
1168,0
11694,0
11698,0
117,0
11715,0
11721,1
11735,0
11749,0
11751,0
11773,0
11783,0
11811,0
11830,1
11845,1
11849,0
11850,0
11863,0
11872,0
11877,0
11883,0
11886,0
11892,0
11899,0
11910,0
11949,0
11951,0
11955,0
11965,1
11997,0
12010,1
12035,0
12039,0
1204,0
12048,0
12058,0
12061,0
12083,0
12088,0
12099,0
121,1
12117,0
1214,0
12145,0
12172,1
12184,0
12189,0
12191,0
12193,0
12200,0
12202,1
12205,0
1223,0
12230,0
12246,0
12249,0
12252,0
12263,0
12273,0
12320,0
12347,1
12352,0
12359,0
12371,0
12381,0
12413,0
1242,0
12481,0
12495,1
12545,0
12546,0
12562,0
1257,0
1258,0
12599,0
126,0
12608,0
12636,0
12663,0
12672,0
1271,0
12710,0
12718,1
12718,1
12718,1
12718,1
12723,0
12725,0
1273,0
12733,0
12734,0
12736,0
12756,1
12763,0
12791,0
12802,0
12807,0
12812,0
12840,0
12846,1
12872,0
12874,1
12884,0
12894,0
12899,1
12914,0
12916,0
12925,1
12931,0
12935,0
12947,1
12949,1
12950,0
12957,0
12958,1
12966,0
12986,0
12996,0
13,0
13024,0
13042,0
13044,0
13048,0
13078,0
13086,0
131,0
13152,1
13177,0
13191,0
13194,1
13222,0
13223,0
13224,0
13228,0
13257,0
13265,0
13274,0
13288,1
13320,0
13332,0
13339,0
13375,1
13380,0
13383,0
13385,0
13387,0
13398,0
13410,1
13416,0
13427,0
13454,0
13457,0
13459,1
13483,0
13496,0
13505,1
13511,1
13542,1
13581,0
13584,0
13617,0
13630,0
13640,1
13642,0
13646,0
13658,0
13663,0
13664,1
13672,0
13690,1
13702,0
13713,1
13739,1
13762,0
13765,1
13777,1
13830,0
1385,0
13857,1
13887,0
13901,0
13914,0
13918,0
13927,0
13935,0
13947,0
13950,0
13965,0
13987,0
13988,1
14042,0
14072,0
14077,0
14079,0
14084,0
14088,0
14091,0
14094,0
14096,0
14103,0
14108,0
14115,0
14137,0
14139,0
14142,0
14163,0
14164,0
14165,0
14196,1
14204,1
14213,0
14216,0
1422,0
14231,0
14247,0
14251,0
14283,0
14285,0
14295,1
14296,0
14313,0
1432,1
14328,0
14333,0
14357,0
14368,1
1438,0
14380,0
1440,0
1441,0
14414,0
14416,0
14423,0
14441,0
14450,0
14452,0
14470,0
14499,0
14514,0
14515,0
14523,0
14524,0
14532,0
14533,0
14545,1
14550,1
14551,0
14557,0
14563,1
14572,0
14578,0
14585,0
14608,0
14611,0
14614,0
14623,0
14635,0
14680,0
14692,1
14702,0
14703,0
14719,0
14723,1
14739,0
1475,0
14759,0
14772,0
14784,1
14789,0
14806,1
14818,0
14839,0
14842,0
14843,1
14846,0
1485,0
14860,0
14874,1
14882,0
14891,0
14910,0
14946,0
1495,0
14957,0
14959,0
14964,0
14967,0
14968,0
14987,0
1503,1
15030,0
15055,0
1506,0
15062,0
15067,0
15073,0
15084,0
1509,0
15107,0
15111,0
15146,0
15149,0
15197,0
15218,0
15219,0
15220,0
15221,0
15222,0
1523,0
15234,0
15239,0
15248,0
15254,0
1528,0
15283,0
15289,0
1529,1
15302,0
15309,0
15335,0
15345,0
15360,0
15361,0
15390,0
15396,0
154,0
15413,0
15418,1
15436,0
15437,0
15455,1
15474,0
15479,0
15490,0
15491,0
1550,0
15503,0
15505,0
15509,0
15518,0
15524,0
15527,1
15529,0
15553,0
15566,0
15568,0
15572,0
15577,0
1559,1
156,0
15614,0
15616,0
15624,0
15626,0
15661,0
15662,0
15674,0
1568,0
15697,0
15733,0
15734,0
15752,1
15755,0
15760,0
15767,1
15789,1
15792,0
15803,0
15813,0
15815,0
15822,0
15833,0
1585,0
15856,1
15859,0
1586,0
15869,0
15881,0
15889,0
15897,0
15912,0
15914,0
15920,1
15921,0
15923,1
15932,0
15935,0
15937,0
15944,0
15970,1
15979,0
15983,0
16003,1
16003,1
16003,1
16003,1
16023,0
16031,0
16048,0
16054,0
16056,0
16069,0
16084,0
16092,1
16099,1
16122,1
16138,1
16152,0
16158,1
16166,0
16167,0
16174,0
16200,0
16206,0
16209,0
16222,0
16224,1
16231,0
16255,0
16265,0
16272,0
16277,0
16277,0
16277,0
16277,0
1628,1
16308,1
16311,0
16344,1
16347,0
16348,0
16349,0
16358,0
16369,0
16393,0
16418,0
16446,0
16488,1
16495,0
1650,0
16506,1
16506,1
16506,1
16506,1
16521,1
16539,0
16547,1
16547,1
16547,1
16547,1
16554,0
16559,1
16564,0
1658,0
16582,1
16591,0
16596,1
16597,0
16601,1
16605,0
16623,1
16624,0
16634,1
16662,0
16666,0
16669,0
16670,0
16684,1
16694,1
16697,1
16728,1
1675,0
16754,0
16768,1
16803,0
16830,1
16848,1
16853,0
1686,0
16862,0
16864,0
16897,0
16918,0
16928,0
16935,0
16936,0
1694,0
16941,1
16956,0
16978,0
16991,0
17008,0
17023,0
17030,0
1705,0
17051,1
17059,0
17068,0
17076,0
17082,0
17100,0
17108,0
17124,0
17137,1
17163,0
17168,0
1717,0
17187,0
17196,0
17224,0
17278,0
17314,0
17340,0
17341,0
17349,0
1735,0
17350,1
17350,1
17350,1
17350,1
17357,0
17359,1
17359,1
17359,1
17359,1
17362,0
17364,1
17370,0
17371,0
17373,0
1738,0
17389,1
17407,0
17412,0
17414,1
17416,1
17418,0
17422,0
17431,0
17435,0
17454,0
17461,0
17475,0
17479,0
17487,0
175,0
17509,1
17534,0
1755,0
17565,0
1757,0
17579,0
17609,0
17611,0
17624,0
17644,0
17652,0
17656,0
17669,1
17675,0
17678,0
1769,0
17714,0
17718,0
17724,0
17727,0
1773,0
17749,0
17754,0
17759,0
17788,1
17791,0
17799,1
17806,0
17810,1
1783,0
17831,0
17862,0
17864,1
17885,1
1789,0
17890,0
17904,1
17907,1
17909,1
17916,1
17921,0
17940,0
17973,0
17989,1
180,0
18000,0
18001,0
18006,1
18014,0
18015,0
18018,0
18026,0
18046,0
18061,0
1807,0
18077,0
18097,1
18136,1
18150,0
1817,0
18173,0
18212,0
18221,0
18226,1
18242,1
18248,0
18257,1
18261,0
18262,0
1827,0
18285,0
1830,0
18301,0
18316,0
18319,0
18323,0
18324,0
1834,0
18349,0
18358,0
18365,0
18370,0
18374,0
18376,1
18384,1
18395,0
18403,0
18428,0
18429,0
18442,0
18453,0
18466,1
18468,1
18469,0
18474,0
18475,1
18503,0
18504,0
18524,0
18526,0
18531,0
18551,1
18565,0
18575,0
18581,0
18586,0
1859,0
18596,0
18620,0
18626,1
18628,0
18652,0
18660,0
18666,0
18675,0
18692,0
18705,0
18728,0
18735,0
18744,0
18750,0
18757,0
18761,0
18782,0
18783,0
18794,0
18796,1
18815,0
18826,1
18831,0
18845,0
18875,0
18882,0
1891,0
18930,0
1895,1
18964,1
18965,0
18983,1
18985,0
18987,0
18990,0
18991,0
19,0
19003,0
19006,0
19042,0
1906,0
19086,0
19087,0
19091,0
19095,0
19097,0
19109,1
19116,0
19128,0
19143,0
19158,0
19177,0
19209,0
19213,1
19242,1
19247,1
19249,0
19261,1
19268,0
19271,0
1930,0
19316,1
19335,0
19342,0
1935,1
19358,0
19360,0
19366,0
19367,0
19376,0
1940,0
19416,0
19422,0
19434,1
19436,0
19438,0
19447,0
19448,0
19457,0
19478,0
19492,0
19503,0
19512,0
1953,0
19530,1
19533,1
19534,0
19555,0
19566,0
19569,0
19581,0
19609,0
19622,1
19622,1
19622,1
19622,1
19625,0
19643,0
19657,0
19659,0
19672,0
19674,0
19683,0
19700,1
19709,0
1971,0
19716,0
19726,0
19727,0
19728,1
19728,1
19728,1
19728,1
19739,0
19745,0
19746,0
1975,1
19752,0
1976,0
19762,1
19762,1
19762,1
19762,1
1977,0
19777,0
19799,0
19801,0
19812,0
19835,1
19839,0
19849,0
19871,0
19872,0
19890,0
19893,0
19897,0
19919,0
19944,0
19955,0
19963,0
19969,0
1997,0
20010,0
20013,0
20034,0
20044,0
20069,0
2007,0
20073,0
20081,0
20104,0
20108,0
20125,0
20155,0
20184,0
20186,0
20194,0
20241,0
20260,0
2027,0
20297,0
20302,0
20307,1
20363,1
20367,1
20386,0
20405,0
20417,0
20434,0
20435,0
20436,0
20455,0
2046,1
20467,0
20471,0
2049,0
20492,0
20506,1
20513,0
20538,0
20542,1
20554,0
20565,0
20587,0
20594,0
2060,0
20613,0
20642,0
20662,0
20671,0
20677,0
